VOLUME_GB,VALOR_UD,PROJETO,TIPO_PROCESSAMENTO,PUBLICIDADE,PROGRAMA,TIPO_PROGRAMA,TECNOLOGIA,INICIO,TERMINO,IDADE,DATA_PUBLICIDADE,BLOCO,CAMPO,BACIA,EAD,OPERADORA,PONTOS_BACIA,PONTOS_PROC,PONTOS_TEC,PONTOS_TIME
6.178086394,1.235617279,R0264_SANTOS_6A_LCSA_LSRTM_4_14,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_AP,Exclusivo,Sismica 3D,01/11/2018,12/08/2019,4,12/08/2024,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
6.178086394,1.235617279,R0264_SANTOS_6A_LCSA_RTM,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_AP,Exclusivo,Sismica 3D,01/11/2018,12/08/2019,4,12/08/2024,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
6.178086394,1.235617279,R0264_SANTOS_6A_LCSA_RTM_10_20,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_AP,Exclusivo,Sismica 3D,01/11/2018,12/08/2019,4,12/08/2024,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
6.178086394,1.235617279,R0264_SANTOS_6A_LCSA_RTM_16_26,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_AP,Exclusivo,Sismica 3D,01/11/2018,12/08/2019,4,12/08/2024,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
6.178086394,1.235617279,R0264_SANTOS_6A_LCSA_RTM_22_32,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_AP,Exclusivo,Sismica 3D,01/11/2018,12/08/2019,4,12/08/2024,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
6.178086394,1.235617279,R0264_SANTOS_6A_LCSA_RTM_4_14,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_AP,Exclusivo,Sismica 3D,01/11/2018,12/08/2019,4,12/08/2024,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
108.5507619,21.71015237,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_K_AVA_10_20_VERSAO1,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
108.5507619,21.71015237,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_K_AVA_10_20_VERSAO2,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
108.5507619,21.71015237,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_K_AVA_16_26_VERSAO2,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
108.5507619,21.71015237,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_K_AVA_22_32_VERSAO1,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
108.5507619,21.71015237,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_K_AVA_22_32_VERSAO2,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
108.5507619,21.71015237,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_K_AVA_4_14_VERSAO1,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
108.5507619,21.71015237,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_K_AVA_4_14_VERSAO2,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
108.5507619,21.71015237,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_K_VERSAO1,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
108.5507619,21.71015237,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_K_VERSAO2,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
65.78629665,13.15725933,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_AVA_10_20_VERSAO1,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_AVA_10_20_VERSAO2,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_AVA_10_20_VERSAO3,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
65.78629665,13.15725933,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_AVA_10_20_VERSAO4,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_AVA_10_20_VERSAO5,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_AVA_10_20_VERSAO6,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
65.78629665,13.15725933,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_AVA_16_26_VERSAO1,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_AVA_16_26_VERSAO2,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_AVA_16_26_VERSAO3,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
65.78629665,13.15725933,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_AVA_16_26_VERSAO4,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_AVA_16_26_VERSAO5,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_AVA_16_26_VERSAO6,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
65.78629665,13.15725933,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_AVA_22_32_VERSAO1,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_AVA_22_32_VERSAO2,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_AVA_22_32_VERSAO3,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
65.78629665,13.15725933,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_AVA_22_32_VERSAO4,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_AVA_22_32_VERSAO5,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_AVA_22_32_VERSAO6,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
65.78629665,13.15725933,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_AVA_4_14_VERSAO1,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_AVA_4_14_VERSAO2,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_AVA_4_14_VERSAO3,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
65.78629665,13.15725933,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_AVA_4_14_VERSAO4,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_AVA_4_14_VERSAO5,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_AVA_4_14_VERSAO6,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_VERSAO1,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_VERSAO2,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_VERSAO4,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_VERSAO5,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
65.78629665,13.15725933,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_LSRTM_VERSAO6,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
65.78629665,13.15725933,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_RTM_AVA_10_20_VERSAO1,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_RTM_AVA_10_20_VERSAO2,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
65.78629665,13.15725933,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_RTM_AVA_10_20_VERSAO3,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_RTM_AVA_10_20_VERSAO4,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
65.78629665,13.15725933,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_RTM_AVA_16_26_VERSAO1,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_RTM_AVA_16_26_VERSAO2,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
65.78629665,13.15725933,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_RTM_AVA_16_26_VERSAO3,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_RTM_AVA_16_26_VERSAO4,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
65.78629665,13.15725933,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_RTM_AVA_22_32_VERSAO1,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_RTM_AVA_22_32_VERSAO2,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
65.78629665,13.15725933,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_RTM_AVA_22_32_VERSAO3,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_RTM_AVA_22_32_VERSAO4,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
65.78629665,13.15725933,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_RTM_AVA_4_14_VERSAO1,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_RTM_AVA_4_14_VERSAO2,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
65.78629665,13.15725933,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_RTM_AVA_4_14_VERSAO3,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_RTM_AVA_4_14_VERSAO4,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
65.78629665,13.15725933,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_RTM_VERSAO1,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_RTM_VERSAO2,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
65.78629665,13.15725933,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_RTM_VERSAO3,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
16.46131145,3.29226229,R0264_SANTOS_6A_LIBRA_CE_SE_LI_PSDM_D_RTM_VERSAO4,PSDM,Confidencial,R0264_SANTOS_6A_LIBRA_CE_SE_LI,Exclusivo,Sismica 3D,03/01/2020,11/09/2020,3,11/09/2025,LIBRA,MERO,Santos,WesternGeco Servicos,Petrobras,0.9,-0.8,1,0.5
2.362574303,1,R0264_SANTOS_6A_LIBRA_IMA_SE1_PSDM,PSDM,Publico,R0264_SANTOS_6A_LIBRA_IMA_SE1,Exclusivo,Sismica 3D,30/05/2017,04/07/2017,6,04/07/2022,LIBRA, ,Santos,Petrobras,Petrobras,0.9,-0.8,1,0.6
18.3149694,3.66299388,R0264_SANTOS_6A_LIBRA_LESTE,PSDM,Publico,R0264_SANTOS_6A_LIBRA_LESTE,Exclusivo,Sismica 3D,01/07/2013,16/12/2013,10,16/12/2018,LIBRA, ,Santos,Petrobras,Petrobras,0.9,-0.8,1,0.6
38.050502,7.6101004,R0264_SANTOS_6A_LIBRA_PSTM,PSTM,Publico,R0264_SANTOS_6A_LIBRA_PSTM,Exclusivo,Sismica 3D,18/04/2016,31/05/2016,7,31/05/2021,LIBRA, ,Santos,Petrobras,Petrobras,0.9,-0.5,1,0.6
758.4534971,75.84534971,R0264_SANTOS_CONSTELLATION_KPSDM,PSDM,Confidencial,R0264_SANTOS_CONSTELLATION,Nao-Exclusivo,Sismica 3D,08/08/2016,01/04/2020,3,01/04/2033, , ,Santos,CGG,,0.9,-0.8,1,0.5
758.4534971,75.84534971,R0264_SANTOS_CONSTELLATION_RTM,PSDM,Confidencial,R0264_SANTOS_CONSTELLATION,Nao-Exclusivo,Sismica 3D,08/08/2016,01/04/2020,3,01/04/2033, , ,Santos,CGG,,0.9,-0.8,1,0.5
580.2576971,58.02576971,R0264_SANTOS_CONSTELLATION_ITD_PSDM_VERSAO1,PSDM,Confidencial,R0264_SANTOS_CONSTELLATION_ITD,Exclusivo,Sismica 3D,06/10/2020,21/12/2020,3,21/12/2025, , ,Santos,Petrobras,Petrobras,0.9,-0.8,1,0.5
580.2576971,58.02576971,R0264_SANTOS_CONSTELLATION_ITD_PSDM_VERSAO2,PSDM,Confidencial,R0264_SANTOS_CONSTELLATION_ITD,Exclusivo,Sismica 3D,06/10/2020,21/12/2020,3,21/12/2025, , ,Santos,Petrobras,Petrobras,0.9,-0.8,1,0.5
227.2897646,45.45795293,R0264_SANTOS_FASE_I_6B_MERGE,POST-STM,Publico,R0264_SANTOS_FASE_I_6B_MERGE,Exclusivo,Sismica 3D,06/10/2016,14/10/2016,7,14/10/2021,multiplos, ,Campos,Petrobras,Petrobras,0.9,-0.1,1,0.6
4.97693978,1,R0264_SANTOS6A_LIBRA_IMACENTRO_PSDM,PSDM,Publico,R0264_SANTOS6A_LIBRA_IMACENTRO,Exclusivo,Sismica 3D,06/06/2017,26/07/2017,6,26/07/2022,LIBRA, ,Santos,Petrobras,Petrobras,0.9,-0.8,1,0.6
23.38882803,4.677765605,R0264_SAO_BERNARDO_PSDM,PSDM,Publico,R0264_SAO_BERNARDO_PSDM,Exclusivo,Sismica 3D,12/03/2014,22/06/2015,8,21/06/2020,ES-M-527, ,Espirito Santo,Petrobras,Petrobras,0.55,-0.8,1,0.6
23.37318581,4.674637163,R0264_SAO_BERNARDO_PSDM_RTM,PSDM,Publico,R0264_SAO_BERNARDO_PSDM,Exclusivo,Sismica 3D,12/03/2014,22/06/2015,8,21/06/2020,ES-M-527, ,Espirito Santo,Petrobras,Petrobras,0.55,-0.8,1,0.6
51.95424734,10.39084947,R0264_SATURNO_KIRCHHOFF,PSDM,Confidencial,R0264_SATURNO,Nao-Exclusivo,Sismica 3D,01/04/2019,25/05/2020,3,25/05/2033, , ,Santos,CGG,,0.9,-0.8,1,0.5
62.13604469,12.42720894,R0264_SATURNO_RTM,PSDM,Confidencial,R0264_SATURNO,Nao-Exclusivo,Sismica 3D,01/04/2019,25/05/2020,3,25/05/2033, , ,Santos,CGG,,0.9,-0.8,1,0.5
